ECLIPSE ANDROID PROJECT IMPORT SUMMARY
======================================

Manifest Merging:
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/errorcounter.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/extern.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/extract.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/extract.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/featdefs.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/featdefs.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/flexfx.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/flexfx.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/float2int.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/float2int.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/fpoint.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/fpoint.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/fxdefs.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/fxdefs.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/intfeaturedist.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/intfeaturedist.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/intfeaturemap.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/intfeaturemap.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/intfeaturespace.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/intfeaturespace.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/intfx.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/intfx.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/intmatcher.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/intmatcher.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/intproto.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/intproto.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/kdtree.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/kdtree.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/mastertrainer.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/mastertrainer.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/mf.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/mf.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/mfdefs.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/mfdefs.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/mfoutline.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/mfoutline.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/mfx.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/mfx.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/normfeat.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/normfeat.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/normmatch.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/normmatch.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/ocrfeatures.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/ocrfeatures.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/outfeat.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/outfeat.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/picofeat.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/picofeat.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/protos.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/protos.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/sampleiterator.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/sampleiterator.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/shapeclassifier.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/shapeclassifier.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/shapetable.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/shapetable.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/tessclassifier.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/tessclassifier.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/trainingsample.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/trainingsample.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/trainingsampleset.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/trainingsampleset.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/xform2d.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/classify/xform2d.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/configure.ac
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/contrib/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/contrib/tesseract-c_api-demo.py
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/contrib/tesseract.completion
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/contrib/traineddata.txt
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/altlist.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/altlist.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/beam_search.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/beam_search.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/bmp_8.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/bmp_8.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cached_file.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cached_file.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/char_altlist.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/char_altlist.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/char_bigrams.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/char_bigrams.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/char_samp.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/char_samp.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/char_samp_enum.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/char_samp_enum.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/char_samp_set.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/char_samp_set.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/char_set.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/char_set.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/classifier_base.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/classifier_factory.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/classifier_factory.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/con_comp.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/con_comp.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/conv_net_classifier.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/conv_net_classifier.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_const.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_line_object.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_line_object.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_line_segmenter.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_line_segmenter.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_object.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_object.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_search_object.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_search_object.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_tuning_params.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_tuning_params.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_utils.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/cube_utils.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/feature_base.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/feature_bmp.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/feature_bmp.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/feature_chebyshev.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/feature_chebyshev.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/feature_hybrid.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/feature_hybrid.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/hybrid_neural_net_classifier.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/hybrid_neural_net_classifier.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/lang_mod_edge.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/lang_model.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/search_column.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/search_column.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/search_node.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/search_node.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/search_object.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/string_32.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/tess_lang_mod_edge.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/tess_lang_mod_edge.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/tess_lang_model.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/tess_lang_model.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/tuning_params.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/word_altlist.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/word_altlist.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/word_list_lang_model.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/word_list_lang_model.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/word_size_model.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/word_size_model.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/word_unigrams.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cube/word_unigrams.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/bitvec.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/bitvec.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/callcpp.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/callcpp.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/const.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/cutil.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/cutil.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/cutil_class.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/cutil_class.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/danerror.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/danerror.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/efio.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/efio.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/emalloc.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/emalloc.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/freelist.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/freelist.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/globals.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/listio.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/listio.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/oldlist.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/oldlist.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/structures.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/cutil/structures.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/context.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/dawg.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/dawg.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/dawg_cache.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/dawg_cache.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/dict.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/dict.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/hyphen.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/matchdefs.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/permdawg.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/stopper.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/stopper.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/trie.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/dict/trie.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/Doxyfile
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/MOCRadaptingtesseract2.pdf
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/PageLayoutAnalysisICDAR2.pdf
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/ambiguous_words.1
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/ambiguous_words.1.asc
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/ambiguous_words.1.html
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/ambiguous_words.1.xml
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/cntraining.1
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/cntraining.1.asc
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/cntraining.1.html
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/cntraining.1.xml
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/combine_tessdata.1
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/combine_tessdata.1.asc
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/combine_tessdata.1.html
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/combine_tessdata.1.xml
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/dawg2wordlist.1
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/dawg2wordlist.1.asc
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/dawg2wordlist.1.html
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/dawg2wordlist.1.xml
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/generate_manpages.sh
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/mftraining.1
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/mftraining.1.asc
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/mftraining.1.html
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/mftraining.1.xml
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/shapeclustering.1
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/shapeclustering.1.asc
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/shapeclustering.1.html
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/shapeclustering.1.xml
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/tesseract.1
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/tesseract.1.asc
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/tesseract.1.html
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/tesseract.1.xml
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/tesseract.bib
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/tesseracticdar2007.pdf
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/unicharambigs.5
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/unicharambigs.5.asc
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/unicharambigs.5.html
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/unicharambigs.5.xml
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/unicharset.5
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/unicharset.5.asc
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/unicharset.5.html
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/unicharset.5.xml
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/unicharset_extractor.1
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/unicharset_extractor.1.asc
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/unicharset_extractor.1.html
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/unicharset_extractor.1.xml
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/wordlist2dawg.1
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/wordlist2dawg.1.asc
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/wordlist2dawg.1.html
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/doc/wordlist2dawg.1.xml
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/ScrollView.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/events/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/events/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/events/SVEvent.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/events/SVEventHandler.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/events/SVEventType.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/ui/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/ui/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/ui/SVAbstractMenuItem.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/ui/SVCheckboxMenuItem.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/ui/SVEmptyMenuItem.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/ui/SVImageHandler.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/ui/SVMenuBar.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/ui/SVMenuItem.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/ui/SVPopupMenu.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/ui/SVSubMenuItem.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/java/com/google/scrollview/ui/SVWindow.java
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/neural_networks/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/neural_networks/runtime/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/neural_networks/runtime/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/neural_networks/runtime/input_file_buffer.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/neural_networks/runtime/input_file_buffer.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/neural_networks/runtime/neural_net.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/neural_networks/runtime/neural_net.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/neural_networks/runtime/neuron.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/neural_networks/runtime/neuron.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/neural_networks/runtime/sigmoid_table.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/opencl/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/opencl/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/opencl/oclkernels.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/opencl/opencl_device_selection.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/opencl/openclwrapper.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/opencl/openclwrapper.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/tesseract.pc.in
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/README
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/counttestset.sh
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/eurotext.tif
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/phototest.tif
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/reorgdata.sh
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/reports/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/reports/1995.bus.3B.sum
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/reports/1995.doe3.3B.sum
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/reports/1995.mag.3B.sum
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/reports/1995.news.3B.sum
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/reports/2.03.summary
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/reports/2.04.summary
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/runalltests.sh
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/testing/runtestset.sh
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/Makefile.am
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/alignedblob.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/alignedblob.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/baselinedetect.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/baselinedetect.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/bbgrid.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/bbgrid.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/blkocc.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/blkocc.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/blobgrid.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/blobgrid.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/ccnontextdetect.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/ccnontextdetect.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/cjkpitch.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/cjkpitch.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/colfind.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/colfind.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/colpartition.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/colpartition.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/colpartitiongrid.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/colpartitiongrid.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/colpartitionset.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/colpartitionset.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/devanagari_processing.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/devanagari_processing.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/drawedg.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/drawedg.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/drawtord.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/drawtord.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/edgblob.cpp
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/edgblob.h
* tess-two/tess-two/jni/com_googlecode_tesseract_android/src/textord/edgloop.cpp
